datetime,temp,feelslike,humidity,precip,preciptype,snow,windgust,windspeed,sealevelpressure,cloudcover
2023-07-18T15:00:00,23.5,23.5,34.88,0,,0,39.6,22.2,1017.2,59.7
2023-07-18T16:00:00,24.5,24.5,31.47,0,,0,39.6,20.8,1017,59.3
2023-07-18T17:00:00,23.7,23.7,33.07,0,,0,39.6,18.5,1016.2,49.7
2023-07-18T18:00:00,23.9,23.9,32.09,0,,0,31.3,15.6,1016.5,49.7
2023-07-18T19:00:00,23.5,23.5,33.85,0,,0,29.9,13.5,1016,39.7
2023-07-18T20:00:00,22,22,37.98,0,,0,39.6,8.4,1015.6,40
2023-07-18T21:00:00,19.7,19.7,44.35,0,,0,22,5.3,1015.2,30
2023-07-18T22:00:00,18.1,18.1,53.99,0,,0,11.9,4.5,1015.5,50
2023-07-18T23:00:00,17.1,17.1,59.7,0,,0,7.2,6.1,1015.4,30
2023-07-19T00:00:00,14.2,14.2,74.79,0,,0,5,0.4,1015.4,30
2023-07-19T01:00:00,14.2,14.2,75.03,0,,0,5.4,0.2,1015.1,10
2023-07-19T02:00:00,13.4,13.4,78.98,0,,0,4.3,1.8,1014.4,5
2023-07-19T03:00:00,13.4,13.4,79.35,0,,0,5,3.6,1014.2,30
2023-07-19T04:00:00,12,12,86.69,0,,0,3.6,0.1,1014.1,30
2023-07-19T05:00:00,11.4,11.4,92.67,0,,0,2.2,0.1,1014.1,30
2023-07-19T06:00:00,13.5,13.5,82.15,0,,0,4.3,2.9,1013.2,40
2023-07-19T07:00:00,17.3,17.3,60.12,0,,0,3.6,2.4,1013.2,39
2023-07-19T08:00:00,20.5,20.5,48.39,0,,0,3.6,3.1,1013.1,39
2023-07-19T09:00:00,22.5,22.5,41.34,0,,0,15.8,6.2,1013,39
2023-07-19T10:00:00,23.6,23.6,34.72,0,,0,7.2,7.5,1012.2,40
2023-07-19T11:00:00,24.5,24.5,31.7,0,,0,23,7.4,1011.9,49.7
2023-07-19T12:00:00,25.1,25.1,31.19,0,,0,25.6,7,1011.1,80
2023-07-19T13:00:00,25.6,25.6,29.95,0,,0,25.2,10.1,1010.8,80
2023-07-19T14:00:00,25.1,25.1,30.09,0,,0,22,13.9,1010.1,90
2023-07-19T15:00:00,26.4,26.4,30.14,0,,0,14.4,9.4,1009.5,80
2023-07-19T16:00:00,26.6,26.6,30.1,0,,0,21.2,12.8,1009,60
2023-07-19T17:00:00,26.7,26.2,28.2,0,,0,24.8,15.3,1008.1,60
2023-07-19T18:00:00,26.5,26.5,28.83,0,,0,22,15.3,1008,51
2023-07-19T19:00:00,25,25,30.82,0,,0,28.8,15.3,1008,59.7
2023-07-19T20:00:00,23.5,23.5,36.41,0,,0,18,17.2,1008.1,78.6
2023-07-19T21:00:00,21.1,21.1,47.96,0,,0,29.2,19.6,1008.6,78.6
2023-07-19T22:00:00,19.4,19.4,57.13,0,,0,25.6,16,1009.1,40
2023-07-19T23:00:00,18.6,18.6,60.17,0,,0,17.3,14,1009.2,30.3
2023-07-20T00:00:00,18.5,18.5,61.95,0,,0,14,6.2,1009.2,78.3
2023-07-20T01:00:00,17.7,17.7,64.32,0,,0,13,7.2,1009,40.3
2023-07-20T02:00:00,17,17,67.07,0,,0,7.9,6.1,1008.4,59.7
2023-07-20T03:00:00,17.1,17.1,66.52,0,,0,7.9,8.3,1008.2,86.2
2023-07-20T04:00:00,16.1,16.1,70.49,0,,0,13.7,7.3,1008.3,86.4
2023-07-20T05:00:00,16.7,16.7,69.57,0,,0,24.8,8.3,1008.2,86.8
2023-07-20T06:00:00,15.2,15.2,83.01,0,,0,25.9,11.2,1009.2,75.1
2023-07-20T07:00:00,14.7,14.7,89.67,0,,0,20.9,7.6,1010,66.6
2023-07-20T08:00:00,15.5,15.5,87.3,0.29,rain,0,14.4,6.4,1009.3,89
2023-07-20T09:00:00,15.9,15.9,85.28,0,,0,13,8,1009.2,68.7
2023-07-20T10:00:00,15.7,15.7,85.43,0,,0,23.8,9,1010.1,76.8
2023-07-20T11:00:00,15.3,15.3,86.88,0,,0,26.6,7.5,1010.2,76.1
2023-07-20T12:00:00,16.5,16.5,81.69,0,,0,29.2,9.8,1010.6,62.7
2023-07-20T13:00:00,18.1,18.1,68.74,0,,0,32.4,7.5,1010.2,46.4
2023-07-20T14:00:00,19.2,19.2,66.93,0,,0,31.3,12.9,1010.1,75.3
2023-07-20T15:00:00,19.8,19.8,65.1,0,,0,33.5,11.3,1009.9,62.6
2023-07-20T16:00:00,19.6,19.6,66.21,0,,0,29.9,12.9,1010,44
2023-07-20T17:00:00,19.5,19.5,62.95,0,,0,32,11.2,1009.6,44.3
2023-07-20T18:00:00,19.9,19.9,60.38,0,,0,32.4,13.2,1010.1,59.9
2023-07-20T19:00:00,14.5,14.5,88.98,0,,0,57.6,10.8,1010.3,54.9
2023-07-20T20:00:00,15.2,15.2,87.79,0.966,rain,0,57.6,8.7,1011,31.7
2023-07-20T21:00:00,13.5,13.5,93.03,0,,0,20.9,6.2,1011.2,5.5
2023-07-20T22:00:00,13.5,13.5,97.15,0,,0,15.1,7.4,1011.5,10
2023-07-20T23:00:00,13.3,13.3,93.8,0,,0,15.5,6,1012.1,11.4
2023-07-21T00:00:00,12.5,12.5,96.32,0,,0,15.1,5,1012.4,40
2023-07-21T01:00:00,12.4,12.4,94.56,0,,0,14.4,3.9,1012.4,28.4
2023-07-21T02:00:00,11.3,11.3,98.55,0,,0,8.6,3,1012.4,10.1
2023-07-21T03:00:00,10.8,10.8,98.55,0,,0,9.4,0.5,1012.3,9.5
2023-07-21T04:00:00,10.2,10.2,99.11,0,,0,7.9,1.4,1012.4,10
2023-07-21T05:00:00,11.1,11.1,99.25,0,,0,7.6,2,1012.4,10
2023-07-21T06:00:00,12.9,12.9,94.28,0,,0,7.6,2.5,1012.3,10
2023-07-21T07:00:00,15.4,15.4,82.6,0,,0,10.4,3.8,1012.3,30.3
2023-07-21T08:00:00,17.9,17.9,71.74,0,,0,3.6,3.9,1012.2,39
2023-07-21T09:00:00,18.8,18.8,67.91,0,,0,14.8,6.8,1012.9,47.4
2023-07-21T10:00:00,20.2,20.2,56.23,0,,0,24.8,7.7,1012.6,31.7
2023-07-21T11:00:00,22,22,45.83,0,,0,28.1,12.5,1012.3,63.4
2023-07-21T12:00:00,21.6,21.6,46.19,0,,0,22.7,11.9,1012.2,51.2
2023-07-21T13:00:00,22.9,22.9,40.47,0,,0,24.1,9.6,1012,42.2
2023-07-21T14:00:00,23.7,23.7,38.62,0,,0,25.9,12.3,1011.6,36.9
2023-07-21T15:00:00,24.1,24.1,33.24,0,,0,25.9,8.9,1011.1,50.3
2023-07-21T16:00:00,24.6,24.6,29.41,0,,0,28.8,10.2,1011.1,60
2023-07-21T17:00:00,24,24,30.51,0,,0,28.8,11.2,1011,60
2023-07-21T18:00:00,24.2,24.2,31.2,0,,0,21.2,6.1,1010.9,59.7
2023-07-21T19:00:00,24,24,32.35,0,,0,18,8,1010.2,39.7
2023-07-21T20:00:00,21.8,21.8,41.82,0,,0,28.8,3.6,1010.5,39
2023-07-21T21:00:00,18.6,18.6,59.88,0,,0,9.4,3.7,1010.1,10
2023-07-21T22:00:00,18.5,18.5,63.55,0,,0,16.2,8,1010.1,29.3
2023-07-21T23:00:00,17.4,17.4,70.37,0,,0,15.8,9.1,1010.4,40
2023-07-22T00:00:00,17.4,17.4,74.04,0,,0,10.8,9.3,1010.3,78.6
2023-07-22T01:00:00,17.3,17.3,75.18,0,,0,12.6,9.3,1010.2,89
2023-07-22T02:00:00,17,17,80.91,0.097,rain,0,15.8,7.5,1010.1,67
2023-07-22T03:00:00,16.4,16.4,86.71,0,,0,14.8,4,1010,69
2023-07-22T04:00:00,16.2,16.2,90.77,0,,0,18.7,8.2,1009.3,56.2
2023-07-22T05:00:00,16,16,92.32,0,,0,15.5,4.6,1009.2,82.4
2023-07-22T06:00:00,16.1,16.1,93.2,0,,0,11.2,2.8,1009.2,90
2023-07-22T07:00:00,16.7,16.7,89.47,0,,0,11.5,10.4,1009.6,90
2023-07-22T08:00:00,17,17,85.38,0,,0,14.4,13.2,1010.1,42
2023-07-22T09:00:00,18.5,18.5,71.64,0,,0,31.3,12,1010.1,41.4
2023-07-22T10:00:00,19.9,19.9,61.71,0,,0,38.9,19.1,1010.9,27.7
2023-07-22T11:00:00,21.5,21.5,54.8,0,,0,39.2,20.7,1011.1,22.8
2023-07-22T12:00:00,22,22,48.4,0,,0,40.7,22,1011.5,51.6
2023-07-22T13:00:00,22.2,22.2,46.87,0,,0,36,22,1011.9,30.6
2023-07-22T14:00:00,23.3,23.3,40.67,0,,0,36,21.6,1011.6,27.1
2023-07-22T15:00:00,24.3,24.3,36.26,0,,0,40.1,23.5,1011.2,25.7
2023-07-22T16:00:00,23.8,23.8,37.22,0,,0,50.4,26.6,1011.6,24.8
2023-07-22T17:00:00,23.1,23.1,38.72,0,,0,50.5,30.8,1012,23.5
2023-07-22T18:00:00,22.9,22.9,40.34,0,,0,54,22.3,1012,40.3
2023-07-22T19:00:00,22,22,41.05,0,,0,39.6,19.5,1012.2,40
2023-07-22T20:00:00,20.5,20.5,42.07,0,,0,50.4,14.1,1013,31
2023-07-22T21:00:00,18.4,18.4,48.12,0,,0,27,7.5,1013.1,30
2023-07-22T22:00:00,16.9,16.9,55.78,0,,0,14.8,5.9,1013.9,10
2023-07-22T23:00:00,15.4,15.4,61.89,0,,0,14.8,5.9,1014.1,39.3
2023-07-23T00:00:00,15.4,15.4,61.19,0,,0,13,9,1014.2,0
2023-07-23T01:00:00,14.9,14.9,63.54,0,,0,10.4,7.2,1015,0
2023-07-23T02:00:00,12.3,12.3,75.49,0,,0,6.8,2.7,1015.1,10
2023-07-23T03:00:00,11.2,11.2,81.41,0,,0,7.9,4.4,1014.5,10.7
2023-07-23T04:00:00,10.6,10.6,84.08,0,,0,6.5,3.7,1014.5,55.8
2023-07-23T05:00:00,10,10,87.68,0,,0,7.6,4.7,1014.5,59
2023-07-23T06:00:00,11.4,11.4,83.32,0,,0,9.4,5.2,1014.3,59
2023-07-23T07:00:00,15.7,15.7,61.83,0,,0,3.6,4.5,1014.2,59
2023-07-23T08:00:00,17.6,17.6,57.03,0,,0,3.6,5.1,1014.2,89
2023-07-23T09:00:00,20.8,20.8,46.47,0,,0,24.8,10.6,1014,89.7
2023-07-23T10:00:00,22.6,22.6,39.79,0,,0,33.1,11.9,1013.1,89
2023-07-23T11:00:00,23.5,23.5,38.06,0,,0,32.4,13.4,1013,85.5
2023-07-23T12:00:00,24.7,24.7,37.07,0,,0,32.5,14.3,1012.1,85.5
2023-07-23T13:00:00,25.1,25.1,36.56,0,,0,39.6,16,1011.5,89.8
2023-07-23T14:00:00,23.9,23.9,40.11,0,,0,43.2,10,1011.1,67.9
2023-07-23T15:00:00,24.7,24.7,41.38,0,,0,39.6,8.8,1010.9,87.8
2023-07-23T16:00:00,26,26,34.1,0,,0,28.8,13.6,1010.1,85.9
2023-07-23T17:00:00,26.5,26.5,33.9,0,,0,28.8,15.6,1010,80.3
2023-07-23T18:00:00,26.2,26.2,36.32,0,,0,32.4,10.5,1009.8,80.3
2023-07-23T19:00:00,26.1,26.1,36.63,0,,0,21.6,5.7,1009,90
2023-07-23T20:00:00,23.3,23.3,48.64,0,,0,28.8,5.6,1009,90
2023-07-23T21:00:00,21.1,21.1,56.03,0,,0,11.9,2.6,1009,90
2023-07-23T22:00:00,20.6,20.6,58.44,0,,0,27,5,1008.3,85.8
2023-07-23T23:00:00,19.6,19.6,74.05,0,,0,27.4,3.9,1008.3,83.6
2023-07-24T00:00:00,21.1,21.1,61.51,0,,0,20.9,7.6,1008,86.2
2023-07-24T01:00:00,21,21,61.2,0,,0,14.8,4.7,1008.1,90.3
2023-07-24T02:00:00,20.1,20.1,66.04,0,,0,21.2,4,1007.9,90
2023-07-24T03:00:00,20.2,20.2,62.53,0,,0,23.8,8.7,1007.9,90
2023-07-24T04:00:00,21,21,55.03,0,,0,16.6,12.9,1007.9,90
2023-07-24T05:00:00,19.9,19.9,55.79,0,,0,16.2,6.3,1007.9,80.3
2023-07-24T06:00:00,20.1,20.1,55.89,0,,0,16.2,8.2,1008,90
2023-07-24T07:00:00,20.3,20.3,57.28,0,,0,16.9,7.2,1008,90
2023-07-24T08:00:00,21,21,53.64,0,,0,10.8,11.8,1008.1,86.7
2023-07-24T09:00:00,21.5,21.5,53.51,0,,0,28.4,11.8,1008.1,87.8
2023-07-24T10:00:00,23,23,48.81,0,,0,16.2,11,1008,86.5
2023-07-24T11:00:00,24.6,24.6,45.93,0,,0,13.7,8.2,1008,89.7
2023-07-24T12:00:00,25.2,25.2,44.33,0,,0,14.4,6.5,1007,90
2023-07-24T13:00:00,26.3,26.3,40.42,0,,0,20.9,12.3,1006.1,89.7
2023-07-24T14:00:00,28,27.5,36.61,0,,0,28.4,12.1,1005.9,89.7
2023-07-24T15:00:00,28.7,27.9,35.23,0,,0,29.2,11.9,1004.9,89.7
2023-07-24T16:00:00,29.6,28.6,33.58,0,,0,32.8,12.1,1003.9,89.7
2023-07-24T17:00:00,29.2,28.2,33.18,0,,0,32.4,11.5,1003,90
2023-07-24T18:00:00,29.6,28.6,31.98,0,,0,25.2,10.2,1002.8,79.3
2023-07-24T19:00:00,29,28.1,33.98,0,,0,10.8,6.3,1001.9,79.3
2023-07-24T20:00:00,26.7,26.6,39.36,0,,0,9.4,4.4,1001.5,90
2023-07-24T21:00:00,25.6,25.6,42.78,0,,0,28.8,8.9,1001.6,90
2023-07-24T22:00:00,24,24,50.06,0,,0,22,8.5,1001.8,80
2023-07-24T23:00:00,22.9,22.9,56.96,0,,0,28.8,10.5,1001.1,90
2023-07-25T00:00:00,22.1,22.1,62.56,0,,0,11.2,9.6,1001,90
2023-07-25T01:00:00,21.2,21.2,67.16,0,,0,12.2,6.2,1001,90
2023-07-25T02:00:00,20.3,20.3,74.76,0,,0,28.8,8.7,1000.2,69.1
2023-07-25T03:00:00,20,20,76.89,0,,0,23.4,5.2,1000.8,90
2023-07-25T04:00:00,19.3,19.3,80.27,0,,0,25.6,5.1,1000.2,40.7
2023-07-25T05:00:00,18.3,18.3,85.7,0,,0,24.5,7.9,1000.2,30.3
2023-07-25T06:00:00,19.2,19.2,81.83,0,,0,22,9.9,1000.9,40.3
2023-07-25T07:00:00,21,21,66.93,0,,0,24.5,16.2,1001,50.3
2023-07-25T08:00:00,21.6,21.6,60.85,0,,0,25.2,23.3,1001.1,39
2023-07-25T09:00:00,22.9,22.9,57.4,0,,0,39.6,22.1,1001.1,27.4
2023-07-25T10:00:00,23.5,23.5,55.05,0,,0,33.8,26.1,1001.5,32.4
2023-07-25T11:00:00,24,24,49.13,0,,0,39.6,21.6,1001.2,40.3
2023-07-25T12:00:00,25.1,25.1,44.78,0,,0,43.2,21.2,1001.9,50.1
2023-07-25T13:00:00,24.9,24.9,42.78,0,,0,36,19.7,1001.9,54.7
2023-07-25T14:00:00,25.7,25.7,40.5,0,,0,43.2,19.6,1001.8,63.8
2023-07-25T15:00:00,25.4,25.4,40.86,0,,0,36.4,17.3,1001.1,64.3
2023-07-25T16:00:00,25.6,25.6,40.06,0,,0,21.6,17.7,1000.9,37.7
2023-07-25T17:00:00,24.5,24.5,42.09,0,,0,32.4,17.7,1000.9,42.3
2023-07-25T18:00:00,23.6,23.6,45.56,0,,0,31,17.1,1000.9,90
2023-07-25T19:00:00,22.5,22.5,49.09,0,,0,21.6,16.8,1001,90.3
2023-07-25T20:00:00,21.4,21.4,50.71,0,,0,21.6,16.9,1001.1,90.3
2023-07-25T21:00:00,19.4,19.4,58.83,0,,0,21.6,11.1,1001.1,90.3
2023-07-25T22:00:00,19,19,62.97,0,,0,10.8,12,1001.8,90
2023-07-25T23:00:00,17.8,17.8,64.64,0,,0,19.4,9.4,1002.1,61
2023-07-26T00:00:00,15.8,15.8,74.57,0,,0,20.5,11,1002.3,42.2
2023-07-26T01:00:00,15.6,15.6,77.55,0,,0,18.4,11.8,1002.3,41.3
2023-07-26T02:00:00,14.6,14.6,82.64,0,,0,15.5,9.3,1002.4,47.4
2023-07-26T03:00:00,15.3,15.3,81.29,0,,0,15.8,7.5,1003.1,67.5
2023-07-26T04:00:00,15,15,85.18,0,,0,14.4,11.7,1003.2,63.5
2023-07-26T05:00:00,15,15,85.28,0,,0,13.3,6.4,1003.4,69.1
2023-07-26T06:00:00,15.3,15.3,85.83,0,,0,17.6,6.7,1004,80
2023-07-26T07:00:00,17.8,17.8,68.77,0,,0,18.4,10.4,1004.2,51
2023-07-26T08:00:00,18.8,18.8,57.29,0,,0,14.4,12.6,1005,59.3
2023-07-26T09:00:00,19.5,19.5,58.2,0,,0,26.6,15.5,1005.1,51.6
2023-07-26T10:00:00,20,20,57.15,0,,0,27.4,15.2,1005,64.2
2023-07-26T11:00:00,20.1,20.1,55.6,0,,0,32.4,15.9,1005.1,74.5
2023-07-26T12:00:00,19.9,19.9,52.13,0,,0,33.1,17.6,1005.2,73.7
2023-07-26T13:00:00,18.9,18.9,51.85,0,,0,32.4,22.1,1005.9,76.6
2023-07-26T14:00:00,17.1,17.1,64.5,0,,0,35.6,20.1,1006.3,94.6
2023-07-26T15:00:00,15.5,15.5,90.4,0,,0,33.5,18.3,1007.2,90.5
2023-07-26T16:00:00,15,15,91.14,0,,0,46.8,18.5,1007.3,79.7
2023-07-26T17:00:00,15,15,91.25,0,,0,31.3,17.3,1008.1,77.6
2023-07-26T18:00:00,14.8,14.8,88.98,0,,0,29.5,18.4,1008.1,78.1
2023-07-26T19:00:00,14,14,91.49,0,,0,27,14,1008.2,93.5
2023-07-26T20:00:00,13.9,13.9,91.13,6.761,rain,0,21.6,13.2,1008.3,91.1
2023-07-26T21:00:00,13.6,13.6,93.63,0,,0,14.4,10.4,1009.2,91.3
2023-07-26T22:00:00,13.8,13.8,95.13,0,,0,24.8,9.3,1009.3,96.2
2023-07-26T23:00:00,13.9,13.9,98.21,0,,0,24.5,8.3,1009.4,59.1
2023-07-27T00:00:00,14,14,98.21,0,,0,23.8,11.6,1009.5,59
2023-07-27T01:00:00,13.8,13.8,93.58,0,,0,10.8,9,1010.2,91
2023-07-27T02:00:00,13.1,13.1,93.68,3.863,rain,0,13.7,6.3,1010.3,93.6
2023-07-27T03:00:00,12.8,12.8,92.88,0,,0,10.8,11.6,1010.4,73.6
2023-07-27T04:00:00,12.3,12.3,92.29,0,,0,10.8,7.5,1010.4,93.8
2023-07-27T05:00:00,12.2,12.2,97.2,0,,0,19.4,7.2,1010.4,71.9
2023-07-27T06:00:00,12.2,12.2,95.89,0,,0,20.5,5.7,1011.1,68.6
2023-07-27T07:00:00,14,14,91.97,0,,0,16.2,7.5,1011.1,74
2023-07-27T08:00:00,14.9,14.9,85.53,3.187,rain,0,14.4,13,1011.1,53.9
2023-07-27T09:00:00,16.1,16.1,76.39,0,,0,28.8,16.5,1011.1,38.2
2023-07-27T10:00:00,17.9,17.9,68.5,0,,0,27,14.7,1011.1,53.7
2023-07-27T11:00:00,18.6,18.6,61.23,0,,0,28.8,12.2,1011.1,72.5
2023-07-27T12:00:00,19.9,19.9,51.39,0,,0,35.3,14.7,1010.9,53
2023-07-27T13:00:00,20.6,20.6,46,0,,0,32.4,16.5,1010.1,47.1
2023-07-27T14:00:00,20.7,20.7,42.26,0,,0,32.4,17,1010,50
2023-07-27T15:00:00,20.9,20.9,46.02,0,,0,32.4,20.1,1010,58.4
2023-07-27T16:00:00,21.9,21.9,43.36,0,,0,31.3,22.2,1009,27.5
2023-07-27T17:00:00,21.6,21.6,42.32,0,,0,29.9,14.3,1009.1,49.7
2023-07-27T18:00:00,21.9,21.9,40.06,0,,0,28.8,11.8,1009,49.7
2023-07-27T19:00:00,22,22,38.68,0,,0,25.2,9.3,1009,59
2023-07-27T20:00:00,19.8,19.8,44.23,0,,0,18,5.7,1009,59
2023-07-27T21:00:00,17.5,17.5,56.84,0,,0,13.7,5.6,1009,59
2023-07-27T22:00:00,16.3,16.3,65.33,0,,0,9,7.6,1009,39
2023-07-27T23:00:00,15.3,15.3,69.98,0,,0,10.8,9.2,1008.5,29.3
2023-07-28T00:00:00,14.5,14.5,73.86,0,,0,10.8,8.4,1008.4,58.3
2023-07-28T01:00:00,14.2,14.2,80.68,0,,0,11.5,5.9,1008.2,88.6
2023-07-28T02:00:00,15,15,75.29,0,,0,11.9,8.4,1007.4,89.7
2023-07-28T03:00:00,14.4,14.4,81.37,0,,0,13.3,6.8,1007.3,90
2023-07-28T04:00:00,14.4,14.4,82.01,0,,0,14.8,9.3,1007,90
2023-07-28T05:00:00,14.8,14.8,80.7,0,,0,17.3,8.5,1007,90
2023-07-28T06:00:00,15.3,15.3,75.09,0,,0,19.1,9.4,1006.2,99.7
2023-07-28T07:00:00,15.9,15.9,74.13,0,,0,17.3,7.5,1005.7,99.7
2023-07-28T08:00:00,16.9,16.9,69.48,0,,0,7.2,8.6,1005.6,74.1
2023-07-28T09:00:00,17.3,17.3,68.26,0,,0,10.8,8.4,1005.3,74.5
2023-07-28T10:00:00,15.1,15.1,93.11,0,,0,10.8,8.3,1006,92.3
2023-07-28T11:00:00,16.1,16.1,93.13,0,,0,25.6,8.2,1005.2,92.3
2023-07-28T12:00:00,17.1,17.1,85.61,0,,0,29.5,10.5,1005.1,92.3
2023-07-28T13:00:00,18.7,18.7,80.17,0,,0,29.9,9.6,1005,93.5
2023-07-28T14:00:00,21.4,21.4,69.29,1.932,rain,0,32.4,15,1004.9,89
2023-07-28T15:00:00,20.7,20.7,72.33,0,,0,32.4,14.2,1004.9,70.1
2023-07-28T16:00:00,21.3,21.3,68.37,0,,0,32.4,11.7,1005,62.8
2023-07-28T17:00:00,20.6,20.6,73.1,0,,0,32.4,10.4,1004.6,75.8
2023-07-28T18:00:00,17.6,17.6,92,0,,0,34.2,11.2,1004.8,87.6
2023-07-28T19:00:00,17.5,17.5,90.68,0,,0,31.3,6,1004.9,64.5
2023-07-28T20:00:00,18,18,88.91,5.795,rain,0,32.4,7.1,1005.3,62.6
2023-07-28T21:00:00,17.7,17.7,91.37,0,,0,30.6,5.3,1006.1,71.9
2023-07-28T22:00:00,17.3,17.3,96.49,0,,0,26.3,8.5,1006.4,54.4
2023-07-28T23:00:00,17.1,17.1,94.52,0,,0,21.2,9.5,1007.1,10
2023-07-29T00:00:00,17,17,97.74,0,,0,20.5,11.9,1007.3,49.8
2023-07-29T01:00:00,16.3,16.3,98.04,0,,0,20.2,8.4,1008,44.8
2023-07-29T02:00:00,16.2,16.2,98.6,0,,0,15.5,7.5,1008.2,53.8
2023-07-29T03:00:00,15.9,15.9,98.96,0,,0,15.1,8.4,1008.4,86.8
2023-07-29T04:00:00,15.9,15.9,98.84,0,,0,13,7.4,1009.1,86.6
2023-07-29T05:00:00,15.1,15.1,99.39,0,,0,12.2,4.6,1009.2,91.2
2023-07-29T06:00:00,15.1,15.1,99.39,0,,0,12.6,3.6,1009.3,50.1
2023-07-29T07:00:00,15.8,15.8,95.38,0,,0,12.6,3.6,1010.1,97.2
2023-07-29T08:00:00,16,16,97.41,0,,0,7.2,1.9,1010.2,92.7
2023-07-29T09:00:00,17.3,17.3,90.42,0,,0,12.6,5.1,1011,90.9
2023-07-29T10:00:00,19,19,80.48,0,,0,15.1,3.9,1011,52.7
2023-07-29T11:00:00,21.4,21.4,62.55,0,,0,17.3,6.8,1010.2,52.6
2023-07-29T12:00:00,22.7,22.7,56.46,0,,0,22.3,5.1,1010.1,50.1
2023-07-29T13:00:00,23.9,23.9,51.36,0,,0,23.4,3.8,1010,50.1
2023-07-29T14:00:00,25.3,25.3,47.85,0,,0,21.2,5.5,1009.1,50.1
2023-07-29T15:00:00,25.4,25.4,47.98,0,,0,22,5.7,1008.9,50
2023-07-29T16:00:00,26.5,26.5,46.96,0,,0,16.6,6.7,1008.1,50
2023-07-29T17:00:00,26.1,26.1,49.94,0,,0,18.7,5.4,1007.8,79.3
2023-07-29T18:00:00,26,26,49.91,0,,0,19.8,9.1,1007.1,89
2023-07-29T19:00:00,25.2,25.2,53.92,0,,0,19.4,8.6,1007,90
2023-07-29T20:00:00,24,24,58.12,0,,0,10.8,9.8,1006.9,89.7
2023-07-29T21:00:00,22.9,22.9,62.49,0,,0,18.7,10.6,1006.6,90
2023-07-29T22:00:00,21.5,21.5,73.53,0,,0,16.6,13.7,1006.3,85.1
2023-07-29T23:00:00,21.7,21.7,73.47,0,,0,39.6,15.5,1007.1,57.2
2023-07-30T00:00:00,18.6,18.6,93.15,0,,0,39.6,12.8,1008.2,87.9
2023-07-30T01:00:00,17.9,17.9,93.7,0,,0,46.8,8.4,1006.9,67.9
2023-07-30T02:00:00,17.8,17.8,95.54,7.727,rain,0,39.6,6,1007,54.5
2023-07-30T03:00:00,17.8,17.8,95.56,0,,0,16.6,7,1007.1,56.1
2023-07-30T04:00:00,17.1,17.1,98.56,0,,0,19.1,5,1007.2,87.6
2023-07-30T05:00:00,17.1,17.1,98.58,0,,0,24.1,9.6,1007.3,68.9
2023-07-30T06:00:00,17.5,17.5,94.27,0,,0,23.4,13.7,1007.3,89.3
2023-07-30T07:00:00,17.6,17.6,93.44,0,,0,29.2,16.1,1008.2,89.3
2023-07-30T08:00:00,18.5,18.5,84.84,0,,0,18,17.3,1009.1,73.9
2023-07-30T09:00:00,19.1,19.1,80.21,0,,0,29.2,16.2,1009.2,85.8
2023-07-30T10:00:00,20.1,20.1,71.58,0,,0,32.8,16.2,1009.2,73.5
2023-07-30T11:00:00,21.4,21.4,67.54,0,,0,32,14.2,1009.6,72.8
2023-07-30T12:00:00,22.9,22.9,61.33,0,,0,30.6,15.3,1009.9,53.2
2023-07-30T13:00:00,23.2,23.2,59,0,,0,31,16.3,1009.2,52
2023-07-30T14:00:00,23.6,23.6,55.88,0,,0,32.5,13.3,1009.1,55.1
2023-07-30T15:00:00,24.4,24.4,53.41,0,,0,25.2,9.9,1009,52.7
2023-07-30T16:00:00,24.8,24.8,52.75,0,,0,24.8,11.1,1009,53.8
2023-07-30T17:00:00,25,25,51.15,0,,0,24.5,10.2,1008.5,53.3
2023-07-30T18:00:00,24.1,24.1,56.25,0,,0,23.8,12.4,1008.2,43.8
2023-07-30T19:00:00,24,24,54.31,0,,0,21.2,8.8,1008.9,80.3
2023-07-30T20:00:00,22.3,22.3,63.21,0,,0,14.4,4.4,1009,89.7
2023-07-30T21:00:00,21.5,21.5,68.32,0,,0,11.5,4.4,1009.1,89.7
2023-07-30T22:00:00,20.4,20.4,75.83,0,,0,10.1,6,1009.3,51
2023-07-30T23:00:00,19.7,19.7,78.28,0,,0,9.4,6,1009.4,49.9
2023-07-31T00:00:00,19.2,19.2,76.71,0,,0,8.6,6.8,1009.3,59.3
2023-07-31T01:00:00,18.3,18.3,81.05,0,,0,19.4,10.3,1009.3,87.9
2023-07-31T02:00:00,17.5,17.5,80.25,0,,0,18.4,7.7,1009.4,58.3
2023-07-31T03:00:00,16.7,16.7,84.42,0,,0,15.8,9.4,1009.3,48.6
2023-07-31T04:00:00,16.3,16.3,86.6,0,,0,16.9,8.7,1010,39.7
2023-07-31T05:00:00,16.3,16.3,89.91,0,,0,20.2,9.3,1010.1,60
2023-07-31T06:00:00,17,17,82.68,0,,0,20.9,10.5,1010.2,89.7
2023-07-31T07:00:00,17.1,17.1,80.05,0,,0,25.2,11.1,1010.2,90
2023-07-31T08:00:00,17.5,17.5,77.91,0,,0,14.4,15.3,1011.1,90
2023-07-31T09:00:00,17.5,17.5,80.12,0,,0,24.1,11.2,1011.1,54.5
2023-07-31T10:00:00,19.9,19.9,67.04,0,,0,24.1,14.8,1011.1,83.6
2023-07-31T11:00:00,21.3,21.3,56.33,0,,0,26.6,15.4,1011.1,43.2
