Uid,Sid,Key,Time,Category,Value,UpdateTime
6598522265,xiaomisports_app,outdoor_running,1684304624,running,"{""time"":1684304624,""timezone"":4,""version"":1,""start_time"":1684304624,""end_time"":1684306047,""proto_type"":1,""sport_type"":1,""duration"":1423,""distance"":4435,""calories"":320,""max_pace"":220,""min_pace"":3571,""avg_pace"":320,""max_speed"":16.3476,""steps"":3795,""max_cadence"":10560,""avg_cadence"":160,""avg_hrm"":166,""max_hrm"":183,""min_hrm"":80,""rise_height"":0,""fall_height"":0,""avg_height"":150,""max_height"":150,""min_height"":150}",1684697143
6598522265,xiaomisports_app,outdoor_running,1684345996,running,"{""time"":1684345996,""timezone"":4,""version"":1,""start_time"":1684345996,""end_time"":1684348125,""proto_type"":1,""sport_type"":1,""duration"":2129,""distance"":7164,""calories"":494,""max_pace"":171,""min_pace"":1540,""avg_pace"":297,""max_speed"":21.005999,""steps"":5618,""max_cadence"":10320,""avg_cadence"":158,""avg_hrm"":165,""max_hrm"":179,""min_hrm"":101,""rise_height"":0,""fall_height"":0,""avg_height"":144,""max_height"":144,""min_height"":144}",1684697143
6598522265,xiaomisports_app,outdoor_running,1684564014,running,"{""time"":1684564014,""timezone"":4,""version"":1,""start_time"":1684564014,""end_time"":1684566178,""proto_type"":1,""sport_type"":1,""duration"":2164,""distance"":7162,""calories"":495,""max_pace"":207,""min_pace"":1522,""avg_pace"":302,""max_speed"":17.316,""steps"":5892,""max_cadence"":10560,""avg_cadence"":163,""avg_hrm"":168,""max_hrm"":180,""min_hrm"":86,""rise_height"":0,""fall_height"":0,""avg_height"":145,""max_height"":145,""min_height"":145}",1684697142
6598522265,xiaomisports_app,outdoor_running,1684651145,running,"{""time"":1684651145,""timezone"":4,""version"":1,""start_time"":1684651145,""end_time"":1684652507,""proto_type"":1,""sport_type"":1,""duration"":1362,""distance"":4635,""calories"":313,""max_pace"":221,""min_pace"":1594,""avg_pace"":293,""max_speed"":16.2576,""steps"":3773,""max_cadence"":10800,""avg_cadence"":167,""avg_hrm"":170,""max_hrm"":182,""min_hrm"":101,""rise_height"":0,""fall_height"":0,""avg_height"":141,""max_height"":141,""min_height"":141}",1684697142
6598522265,xiaomisports_app,outdoor_walking,1684652611,walking,"{""time"":1684652611,""timezone"":4,""version"":1,""start_time"":1684652611,""end_time"":1684656901,""proto_type"":2,""sport_type"":2,""duration"":4289,""distance"":6305,""calories"":482,""max_pace"":229,""min_pace"":8000,""avg_pace"":680,""max_speed"":15.6528,""steps"":7474,""max_cadence"":10440,""avg_cadence"":111,""avg_hrm"":118,""max_hrm"":171,""min_hrm"":67,""rise_height"":0,""fall_height"":0,""avg_height"":139,""max_height"":139,""min_height"":139}",1684697142
6598522265,xiaomisports_app,outdoor_running,1684657031,running,"{""time"":1684657031,""timezone"":4,""version"":1,""start_time"":1684657031,""end_time"":1684657689,""proto_type"":1,""sport_type"":1,""duration"":657,""distance"":1835,""calories"":126,""max_pace"":202,""min_pace"":5128,""avg_pace"":357,""max_speed"":17.7624,""steps"":1433,""max_cadence"":0,""avg_cadence"":155,""avg_hrm"":158,""max_hrm"":178,""min_hrm"":100,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1684697141
6598522265,xiaomisports_app,outdoor_running,1684689925,running,"{""time"":1684689925,""timezone"":4,""version"":1,""start_time"":1684689925,""end_time"":1684692876,""proto_type"":1,""sport_type"":1,""duration"":2951,""distance"":10023,""calories"":674,""max_pace"":183,""min_pace"":2004,""avg_pace"":294,""max_speed"":19.5732,""steps"":8101,""max_cadence"":10680,""avg_cadence"":164,""avg_hrm"":171,""max_hrm"":188,""min_hrm"":141,""rise_height"":0,""fall_height"":0,""avg_height"":152,""max_height"":152,""min_height"":152}",1684697141
6598522265,xiaomisports_app,outdoor_running,1684742972,running,"{""time"":1684742972,""timezone"":4,""version"":1,""start_time"":1684742972,""end_time"":1684744408,""proto_type"":1,""sport_type"":1,""duration"":1435,""distance"":4829,""calories"":337,""max_pace"":216,""min_pace"":1550,""avg_pace"":297,""max_speed"":16.603199,""steps"":3961,""max_cadence"":11400,""avg_cadence"":167,""avg_hrm"":173,""max_hrm"":182,""min_hrm"":106,""rise_height"":0,""fall_height"":0,""avg_height"":152,""max_height"":152,""min_height"":152}",1700523814
6598522265,xiaomisports_app,outdoor_running,1684744446,running,"{""time"":1684744446,""timezone"":4,""version"":1,""start_time"":1684744446,""end_time"":1684746044,""proto_type"":1,""sport_type"":1,""duration"":1597,""distance"":4202,""calories"":332,""max_pace"":191,""min_pace"":2004,""avg_pace"":379,""max_speed"":18.791998,""steps"":3946,""max_cadence"":0,""avg_cadence"":148,""avg_hrm"":163,""max_hrm"":177,""min_hrm"":138,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523813
6598522265,xiaomisports_app,outdoor_running,1684781179,running,"{""time"":1684781179,""timezone"":4,""version"":1,""start_time"":1684781179,""end_time"":1684784174,""proto_type"":1,""sport_type"":1,""duration"":2994,""distance"":10016,""calories"":681,""max_pace"":214,""min_pace"":3289,""avg_pace"":298,""max_speed"":16.758001,""steps"":8330,""max_cadence"":10800,""avg_cadence"":167,""avg_hrm"":169,""max_hrm"":183,""min_hrm"":106,""rise_height"":0,""fall_height"":0,""avg_height"":143,""max_height"":143,""min_height"":143}",1700523813
