Время начала,Время окончания,Минуты активности,Калории (ккал),Дистанция (м),Баллы кардиотренировок,Минуты кардиотренировок,Средний пульс (уд/мин),Макс. пульс (уд/мин),Мин. пульс (уд/мин),Средняя скорость (м/с),Макс. скорость (м/с),Мин. скорость (м/с),Число шагов,Средний вес (кг),Макс. вес (кг),Мин. вес (кг),Продолжительность: Ходьба (мс),Продолжительность: Прочее (мс)
00:00:00.000+02:00,00:15:00.000+02:00,,16.49218712747097,1.4482758620689655,,,68.20833333333333,79.0,58.0,,,,2,,,,,
00:15:00.000+02:00,00:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,70.85714285714286,79.0,56.0,,,,2,,,,,
00:30:00.000+02:00,00:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,70.58333333333333,74.0,68.0,,,,2,,,,,
00:45:00.000+02:00,01:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,71.0,80.0,59.0,,,,2,,,,,
01:00:00.000+02:00,01:15:00.000+02:00,,16.49218712747097,1.5517241379310345,,,74.25,76.0,70.0,,,,2,,,,,
01:15:00.000+02:00,01:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,65.42857142857143,76.0,55.0,,,,2,,,,,
01:30:00.000+02:00,01:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,63.166666666666664,65.0,60.0,,,,2,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,58.285714285714285,70.0,52.0,,,,2,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,,16.49218712747097,1.5517241379310345,,,58.083333333333336,60.0,57.0,,,,2,,,,,
02:15:00.000+02:00,02:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,62.42857142857143,76.0,55.0,,,,2,,,,,
02:30:00.000+02:00,02:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,72.5,92.0,55.0,,,,2,,,,,
02:45:00.000+02:00,03:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,54.857142857142854,59.0,50.0,,,,2,,,,,
03:00:00.000+02:00,03:15:00.000+02:00,,16.49218712747097,1.5517241379310345,,,54.666666666666664,57.0,52.0,,,,2,,,,,
03:15:00.000+02:00,03:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,56.5,63.0,48.0,,,,2,,,,,
03:30:00.000+02:00,03:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,57.0,67.0,54.0,,,,2,,,,,
03:45:00.000+02:00,04:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,56.57142857142857,63.0,53.0,,,,2,,,,,
04:00:00.000+02:00,04:15:00.000+02:00,,16.49218712747097,1.5517241379310345,,,67.08333333333333,77.0,55.0,,,,2,,,,,
04:15:00.000+02:00,04:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,57.92857142857143,80.0,54.0,,,,2,,,,,
04:30:00.000+02:00,04:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,64.0,77.0,50.0,,,,2,,,,,
04:45:00.000+02:00,05:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,62.07142857142857,86.0,54.0,,,,2,,,,,
05:00:00.000+02:00,05:15:00.000+02:00,,16.49218712747097,1.5517241379310345,,,55.25,64.0,50.0,,,,2,,,,,
05:15:00.000+02:00,05:30:00.000+02:00,,16.49218712747097,1.5517241379310345,,,61.857142857142854,64.0,59.0,,,,2,,,,,
05:30:00.000+02:00,05:45:00.000+02:00,,16.49218712747097,1.5517241379310345,,,62.5,71.0,54.0,,,,2,,,,,
05:45:00.000+02:00,06:00:00.000+02:00,,16.49218712747097,1.5517241379310345,,,59.857142857142854,74.0,48.0,,,,2,,,,,
