Время начала,Время окончания,Минуты активности,Калории (ккал),Дистанция (м),Баллы кардиотренировок,Минуты кардиотренировок,Средний пульс (уд/мин),Макс. пульс (уд/мин),Мин. пульс (уд/мин),Средняя скорость (м/с),Макс. скорость (м/с),Мин. скорость (м/с),Число шагов,Средний вес (кг),Макс. вес (кг),Мин. вес (кг),Продолжительность: Ходьба (мс),Продолжительность: Бег (мс),Продолжительность: Прочее (мс)
00:00:00.000+02:00,00:15:00.000+02:00,,16.49218712747097,3.581018518518518,,,,,,,,,5,,,,,,
00:15:00.000+02:00,00:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
00:30:00.000+02:00,00:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
00:45:00.000+02:00,01:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
01:00:00.000+02:00,01:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
01:15:00.000+02:00,01:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
01:30:00.000+02:00,01:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
02:15:00.000+02:00,02:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
02:30:00.000+02:00,02:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
02:45:00.000+02:00,03:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
03:00:00.000+02:00,03:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
03:15:00.000+02:00,03:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
03:30:00.000+02:00,03:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
03:45:00.000+02:00,04:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
04:00:00.000+02:00,04:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
04:15:00.000+02:00,04:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
04:30:00.000+02:00,04:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
04:45:00.000+02:00,05:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
05:00:00.000+02:00,05:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
05:15:00.000+02:00,05:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
05:30:00.000+02:00,05:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
05:45:00.000+02:00,06:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
06:00:00.000+02:00,06:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
06:15:00.000+02:00,06:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
06:30:00.000+02:00,06:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
06:45:00.000+02:00,07:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
07:00:00.000+02:00,07:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,0.004263117283950618,0.004263117283950618,0.004263117283950618,6,,,,,,
07:15:00.000+02:00,07:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
07:30:00.000+02:00,07:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
07:45:00.000+02:00,08:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
08:00:00.000+02:00,08:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
08:15:00.000+02:00,08:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
08:30:00.000+02:00,08:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
08:45:00.000+02:00,09:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
09:00:00.000+02:00,09:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
09:15:00.000+02:00,09:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
09:30:00.000+02:00,09:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
09:45:00.000+02:00,10:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
10:00:00.000+02:00,10:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
10:15:00.000+02:00,10:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
10:30:00.000+02:00,10:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
10:45:00.000+02:00,11:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
11:00:00.000+02:00,11:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
11:15:00.000+02:00,11:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
11:30:00.000+02:00,11:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
11:45:00.000+02:00,12:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
12:00:00.000+02:00,12:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
12:15:00.000+02:00,12:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,,,,,,,6,,,,,,
12:30:00.000+02:00,12:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,69.625,92.0,56.0,,,,6,,,,,,
12:45:00.000+02:00,13:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,76.64285714285714,90.0,60.0,,,,6,,,,,,
13:00:00.000+02:00,13:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,81.39285714285714,89.0,74.0,,,,6,,,,,,
13:15:00.000+02:00,13:30:00.000+02:00,,16.49218712747097,3.836805555555556,,,77.35714285714286,85.0,72.0,,,,6,,,,,,
13:30:00.000+02:00,13:45:00.000+02:00,,16.49218712747097,3.836805555555556,,,77.78571428571429,91.0,68.0,,,,6,,,,,,
13:45:00.000+02:00,14:00:00.000+02:00,,16.49218712747097,3.836805555555556,,,77.5,112.0,66.0,,,,6,,,,,,
14:00:00.000+02:00,14:15:00.000+02:00,,16.49218712747097,3.836805555555556,,,73.92857142857143,81.0,65.0,,,,6,,,,,,
14:15:00.000+02:00,14:30:00.000+02:00,4,20.600487617089797,86.01241582491582,,,75.5,88.0,60.0,,,,114,,,,,,240000
14:30:00.000+02:00,14:45:00.000+02:00,15,27.291321866369735,312.95454545454544,,,87.17857142857143,106.0,73.0,1.1027007614018114,1.5356929815377383,0.6697085412658847,412,,,,,,900000
14:45:00.000+02:00,15:00:00.000+02:00,3,16.49218712747097,77.31531853972798,,,78.54545454545455,92.0,72.0,,,,101,,,,,,180000
15:00:00.000+02:00,15:15:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
15:15:00.000+02:00,15:30:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
15:30:00.000+02:00,15:45:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
15:45:00.000+02:00,16:00:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
16:00:00.000+02:00,16:15:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,0.3411238793254253,0.3411238793254253,0.3411238793254253,25,,,,,,
16:15:00.000+02:00,16:30:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
16:30:00.000+02:00,16:45:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
16:45:00.000+02:00,17:00:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,0.02230971128608924,0.02230971128608924,0.02230971128608924,25,,,,,,
17:00:00.000+02:00,17:15:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
17:15:00.000+02:00,17:30:00.000+02:00,,16.49218712747097,20.078740157480315,,,,,,,,,25,,,,,,
17:30:00.000+02:00,17:45:00.000+02:00,1,21.604550948309214,20.078740157480315,,,,,,0.34112385191655553,0.34112385191655553,0.34112385191655553,25,,,,95642,,
17:45:00.000+02:00,18:00:00.000+02:00,,16.492187127470967,20.078740157480315,,,81.0,81.0,81.0,,,,25,,,,,,
18:00:00.000+02:00,18:15:00.000+02:00,,16.492187127470967,20.078740157480315,,,,,,,,,25,,,,,,
18:15:00.000+02:00,18:30:00.000+02:00,,16.492187127470967,20.078740157480315,,,,,,,,,25,,,,,,
18:30:00.000+02:00,18:45:00.000+02:00,,16.492187127470967,20.078740157480315,,,91.5,99.0,84.0,,,,25,,,,,,
18:45:00.000+02:00,19:00:00.000+02:00,2,16.492187127470967,20.078740157480315,,,77.0,102.0,68.0,,,,25,,,,,,
19:00:00.000+02:00,19:15:00.000+02:00,15,124.56335224474434,1808.9353696659402,22.0,11,97.21428571428571,120.0,76.0,2.551964295311634,3.2190275996466426,0.3411238932763967,1869,,,,106441,692022,
19:15:00.000+02:00,19:30:00.000+02:00,15,147.35294117647058,2304.2647058823527,30.0,15,87.92857142857143,105.0,75.0,2.8009341256830784,3.1028803836187913,2.449364014123034,2423,,,,,900000,
19:30:00.000+02:00,19:45:00.000+02:00,14,113.02698649503921,1497.4170776407666,18.0,9,94.71428571428571,120.0,76.0,2.5856462563673683,3.3821475452905445,0.4066666666666667,1602,,,,300000,534309,
19:45:00.000+02:00,20:00:00.000+02:00,,16.49218712747097,11.161417322834646,,,103.28571428571429,122.0,80.0,,,,16,,,,,,
20:00:00.000+02:00,20:15:00.000+02:00,,16.49218712747097,11.161417322834646,,,90.11538461538461,103.0,73.0,,,,16,,,,,,
20:15:00.000+02:00,20:30:00.000+02:00,,16.49218712747097,11.161417322834646,,,,,,,,,16,,,,,,
20:30:00.000+02:00,20:45:00.000+02:00,,16.49218712747097,11.161417322834646,,,,,,,,,16,,,,,,
20:45:00.000+02:00,21:00:00.000+02:00,,16.49218712747097,11.161417322834646,,,,,,,,,16,,,,,,
21:00:00.000+02:00,21:15:00.000+02:00,,16.49218712747097,11.161417322834646,,,89.0,89.0,89.0,,,,16,,,,,,
21:15:00.000+02:00,21:30:00.000+02:00,6,47.01285267631167,11.161417322834646,1.0,1,,,,1.4033746539419067,1.4491368928718638,1.35761241501195,16,,,,570980,,
21:30:00.000+02:00,21:45:00.000+02:00,,18.437560173785215,11.161417322834646,,,77.85714285714286,90.0,75.0,,,,16,,,,36394,,
21:45:00.000+02:00,22:00:00.000+02:00,,16.49218712747097,11.161417322834646,,,88.32142857142857,101.0,59.0,0.012401574803149606,0.012401574803149606,0.012401574803149606,16,,,,,,
22:00:00.000+02:00,22:15:00.000+02:00,,16.49218712747097,11.161417322834646,,,89.5,112.0,74.0,,,,16,,,,,,
22:15:00.000+02:00,22:30:00.000+02:00,,16.49218712747097,11.161417322834646,,,89.53571428571429,101.0,83.0,,,,16,,,,,,
22:30:00.000+02:00,22:45:00.000+02:00,,16.49218712747097,11.161417322834646,,,82.57142857142857,91.0,78.0,,,,16,,,,,,
22:45:00.000+02:00,23:00:00.000+02:00,,16.49218712747097,11.161417322834646,,,94.92857142857143,106.0,82.0,,,,16,,,,,,
23:00:00.000+02:00,23:15:00.000+02:00,,16.49218712747097,11.161417322834646,,,75.85714285714286,84.0,72.0,,,,16,,,,,,
23:15:00.000+02:00,23:30:00.000+02:00,,16.49218712747097,11.161417322834646,,,77.28571428571429,88.0,70.0,,,,16,,,,,,
23:30:00.000+02:00,23:45:00.000+02:00,,16.49218712747097,11.161417322834646,,,75.35714285714286,81.0,70.0,,,,16,,,,,,
23:45:00.000+02:00,00:00:00.000+02:00,,16.49218712747097,10.417322834645669,,,76.25,89.0,72.0,,,,15,,,,,,
