Время начала,Время окончания,Минуты активности,Калории (ккал),Дистанция (м),Баллы кардиотренировок,Минуты кардиотренировок,Средний пульс (уд/мин),Макс. пульс (уд/мин),Мин. пульс (уд/мин),Средняя скорость (м/с),Макс. скорость (м/с),Мин. скорость (м/с),Число шагов,Средний вес (кг),Макс. вес (кг),Мин. вес (кг),Продолжительность: Ходьба (мс),Продолжительность: Бег (мс),Продолжительность: Прочее (мс)
00:00:00.000+02:00,00:15:00.000+02:00,,16.49218712747097,,,,59.916666666666664,63.0,55.0,,,,1,,,,,,
00:15:00.000+02:00,00:30:00.000+02:00,,16.49218712747097,,,,57.0,62.0,55.0,,,,1,,,,,,
00:30:00.000+02:00,00:45:00.000+02:00,,16.49218712747097,,,,55.0,55.0,55.0,,,,1,,,,,,
00:45:00.000+02:00,01:00:00.000+02:00,,16.49218712747097,,,,62.166666666666664,66.0,55.0,,,,1,,,,,,
01:00:00.000+02:00,01:15:00.000+02:00,,16.49218712747097,,,,63.5,72.0,55.0,,,,1,,,,,,
01:15:00.000+02:00,01:30:00.000+02:00,,16.49218712747097,,,,55.285714285714285,56.0,55.0,,,,1,,,,,,
01:30:00.000+02:00,01:45:00.000+02:00,,16.49218712747097,,,,56.5,59.0,55.0,,,,1,,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,,16.49218712747097,,,,59.875,94.0,55.0,,,,1,,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,,16.49218712747097,,,,64.16666666666667,85.0,53.0,,,,1,,,,,,
02:15:00.000+02:00,02:30:00.000+02:00,,16.49218712747097,,,,55.0,55.0,55.0,,,,1,,,,,,
02:30:00.000+02:00,02:45:00.000+02:00,,16.49218712747097,,,,59.666666666666664,75.0,49.0,,,,1,,,,,,
02:45:00.000+02:00,03:00:00.000+02:00,,16.49218712747097,,,,61.1,100.0,52.0,,,,1,,,,,,
03:00:00.000+02:00,03:15:00.000+02:00,,16.49218712747097,,,,53.75,55.0,53.0,,,,1,,,,,,
03:15:00.000+02:00,03:30:00.000+02:00,,16.49218712747097,,,,63.5,79.0,48.0,,,,1,,,,,,
03:30:00.000+02:00,03:45:00.000+02:00,,16.49218712747097,,,,55.2,57.0,55.0,,,,1,,,,,,
03:45:00.000+02:00,04:00:00.000+02:00,,16.49218712747097,,,,54.6,56.0,48.0,,,,1,,,,,,
04:00:00.000+02:00,04:15:00.000+02:00,,16.49218712747097,,,,51.0,51.0,51.0,,,,1,,,,,,
04:15:00.000+02:00,04:30:00.000+02:00,,16.49218712747097,,,,57.714285714285715,79.0,48.0,,,,1,,,,,,
04:30:00.000+02:00,04:45:00.000+02:00,,16.49218712747097,,,,61.166666666666664,82.0,51.0,,,,1,,,,,,
04:45:00.000+02:00,05:00:00.000+02:00,,16.49218712747097,,,,57.642857142857146,75.0,51.0,,,,1,,,,,,
05:00:00.000+02:00,05:15:00.000+02:00,,16.49218712747097,,,,59.875,78.0,54.0,,,,1,,,,,,
