Время начала,Время окончания,Минуты активности,Калории (ккал),Дистанция (м),Баллы кардиотренировок,Минуты кардиотренировок,Средний пульс (уд/мин),Макс. пульс (уд/мин),Мин. пульс (уд/мин),Средняя скорость (м/с),Макс. скорость (м/с),Мин. скорость (м/с),Число шагов,Средний вес (кг),Макс. вес (кг),Мин. вес (кг),Продолжительность: Ходьба (мс),Продолжительность: Прочее (мс)
00:00:00.000+02:00,00:15:00.000+02:00,,16.492187127470974,0.8249158249158249,,,55.833333333333336,63.0,54.0,,,,1,,,,,
00:15:00.000+02:00,00:30:00.000+02:00,,16.492187127470974,0.8838383838383839,,,58.0,78.0,51.0,,,,1,,,,,
00:30:00.000+02:00,00:45:00.000+02:00,,16.492187127470974,0.8838383838383839,,,63.25,74.0,48.0,,,,1,,,,,
00:45:00.000+02:00,01:00:00.000+02:00,,16.492187127470974,0.8838383838383839,,,61.57142857142857,75.0,54.0,,,,1,,,,,
01:00:00.000+02:00,01:15:00.000+02:00,,16.492187127470974,0.8838383838383839,,,53.5,59.0,49.0,,,,1,,,,,
01:15:00.000+02:00,01:30:00.000+02:00,,16.492187127470974,0.8838383838383839,,,53.285714285714285,57.0,49.0,,,,1,,,,,
01:30:00.000+02:00,01:45:00.000+02:00,,16.492187127470974,0.8838383838383839,,,58.0,94.0,52.0,,,,1,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,,16.492187127470974,0.8838383838383839,,,57.142857142857146,85.0,49.0,,,,1,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,,16.492187127470974,0.8838383838383839,,,55.25,60.0,52.0,,,,1,,,,,
02:15:00.000+02:00,02:30:00.000+02:00,,16.492187127470974,0.8838383838383839,,,53.642857142857146,73.0,48.0,,,,1,,,,,
02:30:00.000+02:00,02:45:00.000+02:00,,16.492187127470974,0.8838383838383839,,,61.0,76.0,49.0,,,,1,,,,,
02:45:00.000+02:00,03:00:00.000+02:00,,16.492187127470974,0.8838383838383839,,,49.357142857142854,54.0,48.0,,,,1,,,,,
03:00:00.000+02:00,03:15:00.000+02:00,,16.492187127470974,0.8838383838383839,,,53.25,75.0,49.0,,,,1,,,,,
