name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Warszaw,2023-06-25,24.8,14.7,20.1,24.8,14.7,20.1,12.4,64.3,0,0,0,,0,0,32.4,16.9,315.3,1017.5,45.5,16.6,241.5,20.9,9,10,2023-06-25T04:15:34,2023-06-25T21:01:31,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-06-26,27.7,12.9,21.6,27,12.9,21.4,10.9,55,0,0,0,,0,0,32.4,14.6,282.9,1013.5,31.7,19.2,257,22.3,9,10,2023-06-26T04:15:59,2023-06-26T21:01:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-06-27,21.9,15,18.8,21.9,15,18.8,11.7,65.4,6.664,100,8.33,rain,0,0,50.4,35.5,276.6,1009.4,64.1,17.6,209.3,17.9,9,10,2023-06-27T04:16:27,2023-06-27T21:01:23,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-06-28,20,11.3,15.7,20,11.3,15.7,10.8,73.6,0,0,0,rain,0,0,46.8,26.5,266.7,1010.6,49.3,18.7,228.9,19.8,7,10,2023-06-28T04:16:58,2023-06-28T21:01:15,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-06-29,25.7,13.1,19.2,25.7,13.1,19.2,13.3,71.8,0.29,100,4.17,rain,0,0,50.4,24.3,291.9,1012.2,46.8,15.3,253.1,21.8,9,10,2023-06-29T04:17:32,2023-06-29T21:01:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-06-30,26.9,14,21.5,26.6,14,21.5,13.3,63.3,0.483,100,4.17,rain,0,0,39.4,15.3,261.9,1009.7,53.6,17.1,214,18.3,7,10,2023-06-30T04:18:09,2023-06-30T21:00:49,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-01,24.2,17.2,20.2,24.2,17.2,20.2,15.7,76.7,1.932,100,4.17,rain,0,0,39.6,16.4,265.3,1006.3,73.7,14.7,156.1,13.5,6,10,2023-07-01T04:18:48,2023-07-01T21:00:30,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-02,23,15.7,19.6,23,15.7,19.6,12.9,67.5,0,0,0,rain,0,0,50.4,23.5,253.2,1004.4,61.9,16.6,158.5,13.6,5,10,2023-07-02T04:19:31,2023-07-02T21:00:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-03,25.1,13.1,20,25.1,13.1,20,8.5,49.6,0,0,0,rain,0,0,40.7,17.6,237.2,1009.9,42.8,19.1,232.7,20.1,8,10,2023-07-03T04:20:16,2023-07-03T20:59:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-04,27.8,13.7,21.6,26.8,13.7,21.5,8.4,46,0,0,0,,0,0,36.7,18.5,241,1012.6,41,18.1,290.1,25.2,8,10,2023-07-04T04:21:03,2023-07-04T20:59:17,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-05,29.5,14,22.8,28.3,14,22.4,10.7,49.5,0,0,0,rain,0,0,43.2,19.2,143.3,1014.4,51.2,16.4,243.2,20.9,8,10,2023-07-05T04:21:53,2023-07-05T20:58:46,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-06,24.2,16,20.6,24.2,16,20.6,11.8,61.1,0.193,100,4.17,rain,0,0.5,36,20.5,293.8,1016.3,63.4,17.9,211,18.4,7,10,2023-07-06T04:22:46,2023-07-06T20:58:12,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-07,26.5,13.4,20.7,26.5,13.4,20.7,8.1,48.6,0,0,0,,0,0,43.2,16.4,305.4,1021.3,37.4,19.2,282.5,24.6,9,10,2023-07-07T04:23:41,2023-07-07T20:57:35,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-08,28.9,12.1,22.1,27.6,12.1,21.8,8.5,46.3,0,0,0,,0,0,36,17.9,313.2,1020.9,28.9,18.8,234.1,20.2,9,10,2023-07-08T04:24:38,2023-07-08T20:56:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-09,27.6,17.5,22.8,26.7,17.5,22.7,8.9,42.9,0,0,0,,0,0,39.6,21.4,7,1020.3,25.3,19.3,297.3,25.7,8,10,2023-07-09T04:25:37,2023-07-09T20:56:12,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-10,28.4,13.8,22.8,27.1,13.8,22.5,9.2,45.3,0,0,0,,0,0,36.1,19.1,321,1018.4,54.7,19.3,258.4,22.4,8,10,2023-07-10T04:26:39,2023-07-10T20:55:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-11,25.5,16.4,20.5,25.5,16.4,20.5,12.4,61.1,0.483,100,4.17,rain,0,0,36,16.6,348.4,1015.8,69.8,19.3,120,10.4,5,10,2023-07-11T04:27:43,2023-07-11T20:54:37,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-12,29.6,15.1,22.3,28.6,15.1,22.1,14.2,63.6,0.097,100,4.17,rain,0,0,39.2,15.2,161.7,1011.3,56.7,18,195.5,16.8,8,10,2023-07-12T04:28:49,2023-07-12T20:53:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-13,26.1,16.4,19.6,26.1,16.4,19.6,16.6,84.4,7.34,100,8.33,rain,0,0,39.6,23.5,230.4,1012.8,55.9,15.3,112.8,9.7,7,10,2023-07-13T04:29:57,2023-07-13T20:52:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-14,25.9,14.5,20.4,25.9,14.5,20.4,12.1,64,0,0,0,,0,0,43.2,23.3,275.5,1016.5,34.2,16.5,253,21.8,8,10,2023-07-14T04:31:07,2023-07-14T20:51:53,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-15,31.2,14.6,23.8,30,14.6,23.4,12,51.5,0,0,0,,0,0,29.5,13.9,143.6,1015.6,61.6,19.7,264.7,22.8,8,10,2023-07-15T04:32:19,2023-07-15T20:50:53,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-16,32.9,18.7,26.4,34,18.7,26.6,16.2,55.3,0,0,0,,0,0,47.9,21.9,226.2,1013.6,38.9,21.7,245.3,21.2,9,10,2023-07-16T04:33:32,2023-07-16T20:49:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,E1334,EPMO"
Warszaw,2023-07-17,30,17.7,23.5,30,17.7,23.6,16.7,67.6,3.863,100,4.17,rain,0,0,39.6,24.8,228.2,1015.5,57.3,19.7,192.3,16.7,9,10,2023-07-17T04:34:47,2023-07-17T20:48:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-18,24.5,15.4,20.1,24.5,15.4,20.1,10.7,59.2,0.097,100,4.17,rain,0,0,50.5,26.4,285.1,1016.7,40.9,18.4,308.9,26.9,8,10,2023-07-18T04:36:04,2023-07-18T20:47:35,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-19,26.7,11.4,20.4,26.6,11.4,20.4,8.5,51.1,0,0,0,,0,0,29.2,19.6,311.7,1011.4,48.7,19.1,269.1,23.4,8,10,2023-07-19T04:37:23,2023-07-19T20:46:24,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-20,19.9,13.3,16.6,19.9,13.3,16.6,12.4,77.1,1.256,100,8.33,rain,0,0,57.6,13.2,291.2,1009.8,58.3,19.1,93.8,8,4,10,2023-07-20T04:38:42,2023-07-20T20:45:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-21,24.6,10.2,18.4,24.6,10.2,18.4,9.9,63.4,0,0,0,,0,0,28.8,12.5,240.1,1011.7,35.3,18.6,304.5,26.4,9,10,2023-07-21T04:40:04,2023-07-21T20:43:55,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-22,24.3,15.4,19.4,24.3,15.4,19.4,11.1,62.2,0.097,100,4.17,rain,0,0,54,30.8,262.1,1011.2,47.1,18.6,211.2,18,8,10,2023-07-22T04:41:26,2023-07-22T20:42:37,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-23,26.5,10,19.7,26.5,10,19.7,9.5,54.7,0,0,0,,0,0,43.2,16,207,1012.1,67.6,19,157.3,13.8,9,10,2023-07-23T04:42:50,2023-07-23T20:41:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-24,29.6,19.9,24.1,28.6,19.9,23.9,12,48.2,0,0,0,,0,0,32.8,12.9,222.9,1005.7,87.7,19.1,147.2,12.9,6,10,2023-07-24T04:44:15,2023-07-24T20:39:53,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-25,25.7,17.8,22,25.7,17.8,22,13,58.4,0,0,0,,0,0,43.2,26.1,276.4,1001.1,61,19.2,226.9,19.5,9,10,2023-07-25T04:45:41,2023-07-25T20:38:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-26,20.1,13.6,16.2,20.1,13.6,16.2,12,77.9,6.761,100,4.17,rain,0,0,46.8,22.1,296.2,1005.7,71.4,15.9,94.3,7.9,3,10,2023-07-26T04:47:09,2023-07-26T20:37:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-27,22,12.2,17.1,22,12.2,17.1,10.3,68.1,7.05,100,8.33,rain,0,0,35.3,22.2,268,1010,59.4,16.3,241.7,21,9,10,2023-07-27T04:48:37,2023-07-27T20:35:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-28,21.4,14.2,17,21.4,14.2,17,13.7,81.2,7.727,100,8.33,rain,0,0,34.2,15,193.8,1006,78.1,19,63.5,5.5,2,30,2023-07-28T04:50:06,2023-07-28T20:33:58,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-29,26.5,15.1,20.5,26.5,15.1,20.5,15.1,74.5,0,0,0,,0,0,39.6,15.5,202.2,1008.6,70,14.2,195,16.9,8,10,2023-07-29T04:51:36,2023-07-29T20:32:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-30,25,17.1,20.7,25,17.1,20.7,15.6,74.9,7.727,100,4.17,rain,0,0,46.8,17.3,262.7,1008.5,68,18.2,239.1,20.7,8,10,2023-07-30T04:53:07,2023-07-30T20:30:49,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-07-31,23.3,16.3,19.6,23.3,16.3,19.6,12.8,66.7,0,0,0,rain,0,0,39.6,18.4,257.7,1010,67.2,19,170.1,14.6,6,10,2023-07-31T04:54:39,2023-07-31T20:29:11,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-01,23.4,17.2,19.9,23.4,17.2,19.9,14.3,70.7,0.386,100,4.17,rain,0,0,42.8,17.7,165.4,1003.6,76.5,18.2,100.9,8.9,3,10,2023-08-01T04:56:12,2023-08-01T20:27:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-02,24.1,15.5,20,24.1,15.5,20,13.5,68.7,0.483,100,4.17,rain,0,0,32.4,12.9,209.4,1003.3,64.4,18.6,207.5,18.1,9,10,2023-08-02T04:57:45,2023-08-02T20:25:49,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-03,22.5,18.2,20.1,22.5,18.2,20.1,14.4,70.1,0.579,100,4.17,rain,0,0,43.9,17,168.8,1002.8,64.8,19,102.5,8.9,4,10,2023-08-03T04:59:19,2023-08-03T20:24:06,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-04,26.5,14.6,21.3,26.5,14.6,21.3,13.1,61.2,0,0,0,,0,0,32.4,12.2,215.4,1010.4,55.1,19.1,238.8,20.6,10,10,2023-08-04T05:00:53,2023-08-04T20:22:21,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-05,20.5,17,19.1,20.5,17,19.1,16.2,84,9.658,100,4.17,rain,0,0,54,24.5,29.7,1010.8,81.3,16.5,69.3,5.9,6,10,2023-08-05T05:02:28,2023-08-05T20:20:34,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-06,29.9,16.9,22.3,30.8,16.9,22.6,17.6,76.9,0,0,0,rain,0,0,46.8,22.6,127.8,998.7,74.8,14.1,194.2,16.8,7,10,2023-08-06T05:04:03,2023-08-06T20:18:45,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-07,19.6,13.9,16.4,19.6,13.9,16.4,11.1,72.4,0,0,0,rain,0,0,55.4,29.3,267.2,1001.9,83.3,16,121.8,10.5,9,10,2023-08-07T05:05:39,2023-08-07T20:16:55,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-08,19.9,13.1,16.4,19.9,13.1,16.4,8.2,60,0,0,0,rain,0,0,39.7,21.6,241,1010.5,58.9,19.2,203.6,17.6,9,10,2023-08-08T05:07:15,2023-08-08T20:15:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-09,20.1,12.5,15.3,20.1,12.5,15.3,10.6,75.3,3.863,100,4.17,rain,0,0,33.8,11.8,237.1,1014.6,64.8,18.9,153.2,13.1,8,10,2023-08-09T05:08:52,2023-08-09T20:13:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-10,22.4,10.4,16.6,22.4,10.4,16.6,10.1,69.7,0,0,0,,0,0,15.1,9.2,214.8,1020.4,61.3,14.5,224.4,19.3,8,10,2023-08-10T05:10:29,2023-08-10T20:11:16,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-11,24,9.9,18.1,24,9.9,18.1,8.7,59,0,0,0,,0,0,28.8,15.2,272.8,1021.8,27.7,18.7,261.2,22.7,8,10,2023-08-11T05:12:06,2023-08-11T20:09:20,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-12,26.4,11.2,19.5,26.4,11.2,19.5,9.7,56.5,0,0,0,,0,0,11.9,7.4,222.7,1021.2,20.7,18.8,246.1,21.2,7,10,2023-08-12T05:13:43,2023-08-12T20:07:23,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-13,29.9,15.2,22.8,30.4,15.2,23,14.7,61.4,0,0,0,,0,0,36,17.4,234.7,1017.3,51.6,18.9,208.2,18.1,7,10,2023-08-13T05:15:21,2023-08-13T20:05:24,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-14,30.5,18.3,24.5,31.1,18.3,24.7,17.2,65.7,0,0,0,,0,0,32.8,31.6,157.7,1019.3,39.9,19,210.1,18.1,7,10,2023-08-14T05:16:59,2023-08-14T20:03:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-15,34,19.5,27,32.6,19.5,26.7,15.1,53.7,0,0,0,,0,0,33.1,15.7,147.3,1019,13.9,19.1,232.8,20.2,7,10,2023-08-15T05:18:37,2023-08-15T20:01:23,0.97,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-16,33.7,17.3,26.4,33.3,17.3,26.4,15.4,53.5,0,0,0,,0,0,26.6,10.4,142.5,1018.9,47,19.4,189.9,16.6,6,10,2023-08-16T05:20:16,2023-08-16T19:59:20,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-17,33.4,22.8,27,32.6,22.8,26.9,16.8,56.4,0,0,0,rain,0,0,32.4,15.6,132.7,1019.3,74.6,18.6,186.5,16.1,7,10,2023-08-17T05:21:54,2023-08-17T19:57:17,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-18,31.3,19.5,24.3,31.5,19.5,24.4,17.5,67.5,0,0,0,,0,0,43.2,19.9,67.5,1019.2,57.5,17.5,179.2,15.6,7,10,2023-08-18T05:23:32,2023-08-18T19:55:12,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-19,29.5,19.7,23.8,31.2,19.7,24.1,19,75.7,7.727,100,4.17,rain,0,0,32.4,15.7,105.7,1018.8,53.7,17.4,205.8,17.6,7,10,2023-08-19T05:25:11,2023-08-19T19:53:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-20,31.2,18.4,25.4,32.1,18.4,25.8,18.8,70.1,0,0,0,,0,0,23.8,14.6,267.9,1019,30.1,14.7,213.5,18.4,7,10,2023-08-20T05:26:50,2023-08-20T19:51:00,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-21,28.4,19.4,23.3,27.8,19.4,23.3,16.3,68.2,0,0,0,rain,0,0,46.8,21.8,283.9,1020,37.8,16,200,17.5,7,10,2023-08-21T05:28:29,2023-08-21T19:48:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-22,25.4,15.7,20.9,25.4,15.7,20.9,12.8,62.6,0,0,0,rain,0,0,43.2,14.3,293.6,1019.6,45.9,18.5,220.5,19.1,8,10,2023-08-22T05:30:07,2023-08-22T19:46:43,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-23,25.5,14.9,20.4,25.5,14.9,20.4,12.9,66.2,5.795,100,4.17,rain,0,0,28.8,13.9,302.3,1018.1,38,17.5,218,18.7,7,10,2023-08-23T05:31:46,2023-08-23T19:44:33,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-24,26,15,20.6,26,15,20.6,13.1,64.2,0,0,0,,0,0,26.6,12.8,260.7,1017.1,45.2,19,186,16.1,6,10,2023-08-24T05:33:25,2023-08-24T19:42:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-25,24.8,15.2,20.2,24.8,15.2,20.2,15.5,74.9,1,100,4.17,rain,0,0,27.4,15.2,123.9,1012.3,72.6,18.1,101.4,8.7,5,10,2023-08-25T05:35:04,2023-08-25T19:40:12,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-26,28.4,19.1,23.6,29,19.1,23.8,18.6,75.5,2.704,100,4.17,rain,0,0,33.8,19.5,237.2,1010.4,51.8,16,152.4,13.3,6,10,2023-08-26T05:36:43,2023-08-26T19:38:00,0.34,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-27,27.2,18.7,23,28.1,18.7,23.2,18.1,75.7,0.193,100,4.17,rain,0,0,23,9.9,107,1008.7,64.2,16,161.4,13.9,6,10,2023-08-27T05:38:22,2023-08-27T19:35:47,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-28,21.5,17.1,19.8,21.5,17.1,19.8,16.3,80.9,0.966,100,4.17,rain,0,0,43.2,21.2,273,1009.4,68.2,17.1,100.8,8.7,4,10,2023-08-28T05:40:00,2023-08-28T19:33:33,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-29,24.7,18.9,21.2,24.7,18.9,21.2,17.6,80.5,0.869,100,4.17,rain,0,0,32.4,19.7,11.5,1005.2,76.8,16.8,120.7,10.5,6,10,2023-08-29T05:41:39,2023-08-29T19:31:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-30,18.9,16.6,17.4,18.9,16.6,17.4,16.5,94.1,28.009,100,8.33,rain,0,0,36,13.1,275,1004.8,87.1,9.2,49.7,4.3,3,10,2023-08-30T05:43:18,2023-08-30T19:29:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-08-31,21.5,13.1,16.6,21.5,13.1,16.6,13.2,81.6,0.966,100,4.17,rain,0,0,61.2,17.9,245.7,1008.9,62.6,17.5,135,11.7,6,10,2023-08-31T05:44:57,2023-08-31T19:26:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-01,21.1,10.8,15.8,21.1,10.8,15.8,9.6,69.3,0,0,0,,0,0,43.2,18.1,227.9,1014.9,35.4,19,194.6,16.8,7,10,2023-09-01T05:46:36,2023-09-01T19:24:32,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-02,23.3,11.6,17.3,23.3,11.6,17.3,10.7,68.1,0,0,0,,0,0,32.4,15.4,277.5,1019.1,46.2,17.8,182.2,15.7,7,10,2023-09-02T05:48:14,2023-09-02T19:22:15,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-03,22.8,11,17.1,22.8,11,17.1,10.1,66.7,0,0,0,,0,0,25.6,19.4,311.8,1022.4,50.6,17.3,160.5,13.9,7,10,2023-09-03T05:49:53,2023-09-03T19:19:58,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-04,21.4,12.2,16.5,21.4,12.2,16.5,10.6,70.8,0,0,0,,0,0,21.6,11.8,314.4,1026.7,42,18.2,142.3,12.5,6,10,2023-09-04T05:51:32,2023-09-04T19:17:40,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
