name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Warszaw,2023-09-05,24.1,9.6,17.1,24.1,9.6,17.1,9.8,66.7,0,0,0,,0,0,25.2,7.4,225.3,1026.7,16.5,16.9,198.2,17.2,6,10,2023-09-05T05:53:11,2023-09-05T19:15:22,0.68,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-06,26,10.7,18.5,26,10.7,18.5,11.5,67.5,0,0,0,,0,0.1,16.9,9.6,260.5,1024.6,4.7,18,195.4,16.9,6,10,2023-09-06T05:54:49,2023-09-06T19:13:03,0.71,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-07,26.9,13,20.2,27,13,20.2,13.4,67.8,0,0,0,,0,0,16.2,9.9,54.8,1026.2,27.3,16.5,177.9,15.4,6,10,2023-09-07T05:56:28,2023-09-07T19:10:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-08,26.5,15,20.5,26.5,15,20.5,13.5,67.1,0,0,0,,0,0,28.8,10.1,160.8,1024,35.1,17.5,186.9,16.1,6,10,2023-09-08T05:58:07,2023-09-08T19:08:25,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-09,27,13.5,20.1,27,13.5,20.1,13.7,69.6,0,0,0,,0,0,15.1,7.3,218.5,1021.3,58.4,14.2,151.9,13.2,5,10,2023-09-09T05:59:45,2023-09-09T19:06:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-10,27.6,15,21.3,27.7,15,21.3,14.5,67.6,0,0,0,,0,0,29.2,15.4,133.5,1019.3,22.6,17.1,171.1,14.8,5,10,2023-09-10T06:01:24,2023-09-10T19:03:45,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-11,28.5,14.2,21.1,28.2,14.2,21.1,14.5,69.4,0,0,0,,0,0,18,13,185.8,1014.9,15.1,15.8,166.9,14.4,6,10,2023-09-11T06:03:03,2023-09-11T19:01:24,0.88,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-12,28.9,14.8,21.7,28.4,14.8,21.6,14.4,67.2,0,0,0,,0,0,16.9,8.6,152,1013.3,48.9,15,158.8,13.7,6,10,2023-09-12T06:04:41,2023-09-12T18:59:04,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-13,29.5,15.2,22.2,29.2,15.2,22.1,14.8,66.6,0,0,0,rain,0,0,50.4,24.3,180,1012.3,45.6,14.1,149.7,12.8,5,10,2023-09-13T06:06:20,2023-09-13T18:56:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-14,21,16.4,18.6,21,16.4,18.6,14.6,78.5,1.932,100,4.17,rain,0,0,50.4,21.1,307.3,1016.9,68.9,15.3,78,6.7,3,10,2023-09-14T06:07:59,2023-09-14T18:54:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-15,20.9,9.4,15.4,20.9,8.4,15.3,7.9,63.4,0,0,0,,0,0,19.8,14.6,40,1024.2,9.1,19.1,177,15.3,5,10,2023-09-15T06:09:38,2023-09-15T18:52:01,0,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-16,22.9,9.3,16.4,22.9,8.5,16.4,9.3,64.3,0,0,0,,0,0,36.7,26.3,112.5,1023.3,7.8,20,170.8,14.7,5,10,2023-09-16T06:11:17,2023-09-16T18:49:39,0.05,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-17,25.9,11.9,18.6,25.9,11.9,18.6,13.4,73.3,0.193,100,4.17,rain,0,0,39.6,12.7,127.8,1019,22.9,17.8,146.2,12.7,5,10,2023-09-17T06:12:56,2023-09-17T18:47:18,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-18,27.5,15.2,21,27.5,15.2,21.1,15.1,72,0.097,100,4.17,rain,0,0,30.2,15.9,139.6,1015.1,51.6,15.8,162,13.9,5,10,2023-09-18T06:14:35,2023-09-18T18:44:56,0.12,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-19,20.4,13,17.8,20.4,13,17.8,15.3,85.9,4.829,100,4.17,rain,0,0,37.1,16.3,218.4,1009.6,73.5,13.4,53.1,4.6,2,10,2023-09-19T06:16:14,2023-09-19T18:42:34,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-20,22.9,9.4,16.6,22.9,9.4,16.6,10.6,70.9,0,0,0,,0,0,39.6,15.1,221.3,1014,52,16.6,153,13.1,5,10,2023-09-20T06:17:53,2023-09-20T18:40:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-21,26.5,11,19.2,26.5,11,19.2,12.9,69.6,0,0,0,,0,0,33.8,21.5,129.8,1011.6,20.9,17.5,152,13,5,10,2023-09-21T06:19:32,2023-09-21T18:37:51,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-22,25.5,16.2,20.7,25.5,16.2,20.7,14.4,68.2,0,0,0,,0,0,39.6,19.9,144,1006.4,49.6,19.3,96.7,8.4,5,10,2023-09-22T06:21:12,2023-09-22T18:35:30,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-23,19.1,14.8,16.8,19.1,14.8,16.8,15.2,90.4,0.58,100,8.33,rain,0,0,26.3,15.3,247.7,1011.6,76.3,14.2,36.2,2.9,2,10,2023-09-23T06:22:51,2023-09-23T18:33:08,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-24,19.9,11.4,14.9,19.9,11.4,14.9,10.4,76.4,0,0,0,,0,0,22.7,15.2,309.9,1023.8,56.5,18.8,116.1,10.2,5,10,2023-09-24T06:24:31,2023-09-24T18:30:46,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-25,21.9,12.1,17,21.9,12.1,17,10.9,69,0,0,0,,0,0,36,18.1,79.4,1029.1,33.8,19.1,145.5,12.5,5,10,2023-09-25T06:26:11,2023-09-25T18:28:25,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-26,22.4,13.8,17,22.4,13.8,17,13.8,82.1,0,0,0,,0,0,27,11.6,122.6,1026.6,45.4,17,82.3,7,4,10,2023-09-26T06:27:51,2023-09-26T18:26:04,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-27,26.9,14.4,19.5,27,14.4,19.5,14.5,75.5,0,0,0,,0,0,23.8,14.6,130.8,1024.6,4.9,14.3,134.8,11.6,4,10,2023-09-27T06:29:31,2023-09-27T18:23:43,0.43,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-28,26.1,12.1,18.8,26.1,12.1,18.8,11.9,67.4,0,0,0,,0,0,28.1,16.6,138.3,1022.3,0.8,14.6,139.7,12.2,5,10,2023-09-28T06:31:12,2023-09-28T18:21:22,0.47,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-29,26.5,11.5,18.8,26.5,11.5,18.8,11.3,66.1,0,0,0,,0,0,32.4,14.5,158,1020.5,35.8,14.9,133,11.4,4,10,2023-09-29T06:32:52,2023-09-29T18:19:02,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-09-30,18.9,11.5,15.8,18.9,11.5,15.8,11.2,74.8,0.869,100,4.17,rain,0,0,37.4,23.4,266.8,1019.3,74.5,16.1,37.8,3.4,3,10,2023-09-30T06:34:33,2023-09-30T18:16:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-01,17.2,8.9,12.6,17.2,8.1,12.4,8.3,76.3,0,0,0,,0,0,46.8,20.8,261.7,1022.7,56.5,18,84.9,7.4,5,10,2023-10-01T06:36:14,2023-10-01T18:14:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-02,21.2,7.9,14.8,21.2,7.9,14.8,10,76,0,0,0,,0,0,25.2,10.6,193.6,1022.6,66.9,16,102.5,8.7,5,10,2023-10-02T06:37:55,2023-10-02T18:12:02,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-03,25.5,12.7,19.1,25.5,12.7,19.1,12.6,68.8,0,0,0,rain,0,0,37.4,15.8,170.9,1015,64.7,17.8,112.8,9.9,5,10,2023-10-03T06:39:37,2023-10-03T18:09:42,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-04,20.5,12,13.8,20.5,12,13.8,9.9,77.1,2.897,100,4.17,rain,0,0,61.7,30.3,264.7,1019.7,67.3,18.5,32.9,2.8,1,10,2023-10-04T06:41:19,2023-10-04T18:07:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-05,16.3,9.6,12.3,16.3,7.8,12.1,8.5,78.6,0.386,100,4.17,rain,0,0,52.9,25,242.6,1020,67.9,16.8,81.3,7,5,10,2023-10-05T06:43:01,2023-10-05T18:05:05,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-06,16.4,9.3,12.6,16.4,7.7,12.1,8.9,79.5,0,0,0,,0,0,46.8,18.1,247.5,1021.7,73.9,13.9,74.5,6.4,5,10,2023-10-06T06:44:43,2023-10-06T18:02:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-07,16.9,10.2,14.2,16.9,10.2,14.2,10.4,78.2,0.387,100,8.33,rain,0,0,62.6,33.6,261.4,1010.6,84,17.5,29.9,2.5,2,10,2023-10-07T06:46:25,2023-10-07T18:00:29,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-08,11.9,3.6,9.3,11.9,0.6,7.4,1.1,60.2,0.193,100,4.17,rain,0,0,57.6,35.6,298,1017.4,35.6,17.5,122.3,10.5,4,10,2023-10-08T06:48:08,2023-10-08T17:58:12,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-09,9.1,1.5,5,8.3,-0.3,4.3,0.6,74.2,0,0,0,,0,0,24.5,12.3,242.1,1020.7,60.3,17.2,65.5,5.8,2,10,2023-10-09T06:49:51,2023-10-09T17:55:56,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-10,13,0.6,6.9,13,0.3,6.3,2.7,77.6,0,0,0,,0,0,21.6,10.3,180.4,1020.9,42.8,12.4,97.5,8.6,4,10,2023-10-10T06:51:35,2023-10-10T17:53:40,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-11,21.9,7,14.6,21.9,5.2,14,9.6,74,0,0,0,,0,0,32.4,15.2,189.1,1014.6,80.4,14.7,85.9,7.3,4,10,2023-10-11T06:53:19,2023-10-11T17:51:25,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-12,18.9,10,16.2,18.9,10,16.2,11.7,75.3,0.483,100,4.17,rain,0,0,46.8,24.3,245.5,1011.1,72.4,17.4,36.3,3.2,2,10,2023-10-12T06:55:03,2023-10-12T17:49:10,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-13,18.2,4.6,12,18.2,4.6,12,9.9,88.1,0,0,0,rain,0,0,36,11.7,157.3,1014.8,68.8,11.9,80.1,6.9,5,10,2023-10-13T06:56:47,2023-10-13T17:46:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-14,22.4,12,17.1,22.4,12,17.1,11.9,73.3,1.932,100,4.17,rain,0,0,57.6,25.6,226.6,1005.5,56.9,18.1,51.8,4.3,3,10,2023-10-14T06:58:32,2023-10-14T17:44:43,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-15,11.2,6.1,8.3,11.2,2.7,5.9,3.8,73.9,0,0,0,,0,0,50.4,33.1,256.3,1011,56.4,19.2,64.3,5.6,3,10,2023-10-15T07:00:17,2023-10-15T17:42:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-16,9,5.9,7.3,6,2.4,4.2,2.5,72.1,0,0,0,rain,0,0,43.6,24.8,264.4,1015.4,79.5,18.7,33.5,3,1,10,2023-10-16T07:02:02,2023-10-16T17:40:19,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-17,10.6,1.3,5.6,10.6,-0.2,4,1.4,76.5,0,0,0,,0,0,25.6,17.1,257.1,1020.8,29.3,14.9,94.9,8.2,5,10,2023-10-17T07:03:47,2023-10-17T17:38:08,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-18,11.9,-0.8,5.1,11.9,-1,4.6,1,77.6,0,0,0,,0,0,36,19,248.9,1016.2,19,13.2,108.6,9.4,5,10,2023-10-18T07:05:33,2023-10-18T17:35:58,0.13,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-19,10.3,-0.2,5.5,10.3,-2.1,4.1,1.7,78.1,0,0,0,rain,0,0,27.4,18.5,95.1,1006.2,67.7,11.5,47.2,4.1,2,10,2023-10-19T07:07:20,2023-10-19T17:33:50,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-20,7.6,5.6,6.7,5.3,1.7,3.5,5.9,95,3.573,100,8.33,rain,0,0,34.6,21.5,66.3,997,95.7,6.7,12.5,1.2,1,10,2023-10-20T07:09:06,2023-10-20T17:31:42,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-21,16.4,7.9,10.5,16.4,4.8,9.3,9.6,94.1,2.125,100,8.33,rain,0,0,32.8,20,94.5,1000.7,81.8,7.4,29.8,2.7,2,10,2023-10-21T07:10:53,2023-10-21T17:29:35,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-22,12,9.6,11.1,12,8.9,10.9,10.5,96.1,34.77,100,8.33,rain,0,0,42.1,23.4,332.8,1005.8,90.6,6.2,9.8,0.8,1,10,2023-10-22T07:12:40,2023-10-22T17:27:29,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-23,13.8,8.7,11.5,13.8,8.7,11.5,9.8,90,0.869,100,4.17,rain,0,0,36,18.8,257.4,1014.2,70.7,11.3,43.8,3.8,2,10,2023-10-23T07:14:27,2023-10-23T17:25:24,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-24,15.7,6,10.5,15.7,6,10.4,8.6,88.7,0,0,0,,0,0,26.3,18.5,94.8,1011.7,62.7,8.1,63.2,5.3,4,10,2023-10-24T07:16:15,2023-10-24T17:23:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-25,11.4,9.6,10.6,11.4,7.5,10,9.6,94,1.159,100,8.33,rain,0,0,28.1,22.8,25.3,999,91.3,7.6,11.5,0.8,1,10,2023-10-25T07:18:03,2023-10-25T17:21:18,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-26,11.9,7.3,10.1,11.9,7.1,9.8,9.4,95.5,10.624,100,8.33,rain,0,0,36,12.7,189.5,996,82.4,5.9,16.1,1.4,1,10,2023-10-26T07:19:51,2023-10-26T17:19:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-27,11.9,8.7,10.4,11.9,6.3,10,8.3,86.9,0,0,0,rain,0,0,21.6,15.1,279,993.9,85,14.8,24,2.1,1,10,2023-10-27T07:21:39,2023-10-27T17:17:17,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-28,8.5,5.6,7.3,8.5,3,5.9,5.3,87.1,0.193,100,4.17,rain,0,0,20.5,15.5,287.4,1000.7,84.4,13.8,41.4,3.8,2,10,2023-10-28T07:23:28,2023-10-28T17:15:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-29,16.9,7.7,11.4,16.9,6.4,11.1,8.5,83.8,0.773,100,4.17,rain,0,0,25.9,14.1,142.6,1006.7,77,12.6,67.6,6,3,10,2023-10-29T06:25:17,2023-10-29T16:13:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-30,17.4,8.9,12.5,17.4,7.5,12.3,8.8,79.5,0,0,0,,0,0,25.9,15.4,180.2,1006.7,75.2,17.8,65.3,5.8,3,10,2023-10-30T06:27:06,2023-10-30T16:11:25,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-10-31,17.1,9.9,13.5,17.1,9.2,13.4,9.4,77.4,0.193,100,4.17,rain,0,0,43.5,21.4,181.9,1000.1,70.5,16.7,21,1.8,1,10,2023-10-31T06:28:55,2023-10-31T16:09:30,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-01,11.7,5.3,8.9,11.7,3.6,7.8,5,77,0.097,100,4.17,rain,0,0,40.3,23.2,253.1,1008,58.5,17.4,54.8,4.6,3,10,2023-11-01T06:30:44,2023-11-01T16:07:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-02,14.1,4.3,9.3,14.1,1.8,8.2,5.5,79.1,0,0,0,,0,0,39.6,24,132.3,1002.6,41,14.9,76,6.5,3,10,2023-11-02T06:32:33,2023-11-02T16:05:46,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-03,13.8,10.8,12.1,13.8,10.8,12.1,7,71.7,6.761,100,8.33,rain,0,0,69.4,31.4,131.1,990.6,82.2,17.8,18.3,1.5,1,10,2023-11-03T06:34:22,2023-11-03T16:03:56,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-04,11.1,4.1,8.3,11.1,2.1,6.9,4.6,77.9,0.966,100,4.17,rain,0,0,71.5,24.1,182,994,66.8,17.9,30.3,2.6,2,10,2023-11-04T06:36:12,2023-11-04T16:02:08,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-05,9.6,2.8,6.6,8.2,-0.4,4.7,5.3,92,6.761,100,8.33,rain,0,0,26.6,15.3,145.5,988.5,66.4,11.4,20.4,1.8,1,10,2023-11-05T06:38:01,2023-11-05T16:00:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-06,12.6,9,10.5,12.6,6.6,9.8,6.3,75.7,0.29,100,8.33,rain,0,0,50.3,25.7,243,999.4,73.8,17.6,25,2.3,1,10,2023-11-06T06:39:50,2023-11-06T15:58:37,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-07,12,4.7,9.2,12,3.4,8.5,4.7,73.9,0.097,100,4.17,rain,0,0,34.9,18,219.5,1012.1,58.6,18.8,63,5.5,3,10,2023-11-07T06:41:39,2023-11-07T15:56:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-08,10.4,4.4,7.5,10.4,3.8,6.6,4.5,81.6,0,0,0,rain,0,0,34.2,18.1,236,1012.6,63.6,17.6,33.5,2.8,2,10,2023-11-08T06:43:28,2023-11-08T15:55:13,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-09,11.5,3.1,7.3,11.5,1.9,5.7,3.5,78.2,0,0,0,,0,0,29.9,15.4,167.4,1012.4,65.6,16.2,58.5,5,3,10,2023-11-09T06:45:17,2023-11-09T15:53:34,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-10,11.9,4.8,7.9,11.9,1.8,6.3,3.7,75,0,0,0,,0,0,27.4,13.6,147.3,1005.9,88.3,18.3,45.1,3.9,4,10,2023-11-10T06:47:05,2023-11-10T15:51:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-11,8,5.5,7,7.9,3.5,6.1,5.6,90.8,2.318,100,8.33,rain,0,0,16.6,10.3,347.9,1001.8,88.7,9,12.7,1.1,1,10,2023-11-11T06:48:54,2023-11-11T15:50:22,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-12,7.1,4.8,5.7,4.4,0.6,2.7,4.1,89.5,0,0,0,rain,0,0,32.4,21.3,268.6,1005,80.4,8.3,49.8,4.3,3,10,2023-11-12T06:50:41,2023-11-12T15:48:49,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-13,7.7,1.4,4.9,5.4,-1.2,2.6,2.2,82.9,0,0,0,rain,0,0,30.6,16.7,238.9,1009.1,52.9,15.5,25.4,2.1,1,10,2023-11-13T06:52:29,2023-11-13T15:47:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-14,12,2.2,8.2,12,-1.2,6.6,5.4,83,8.692,100,12.5,rain,0,0,46.9,19.2,231.3,999.5,84.2,13,26.6,2.3,2,10,2023-11-14T06:54:16,2023-11-14T15:45:49,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-15,10.7,3,7.8,10.7,-0.8,5.1,5.2,83.4,1.256,100,8.33,rain,0,0,43.2,25.4,279.2,1003.3,81.5,18.2,16.7,1.4,1,10,2023-11-15T06:56:02,2023-11-15T15:44:23,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
